student_id,study_hours,attendance_percentage,class_participation,sleep_hours,previous_grade,internet_access,extra_activities,parent_education,stress_level,grade
1828,19,97,1,5.8,C,Yes,No,Graduate,6,B
1829,30,75,4,7.2,D,No,No,PostGraduate,4,D
1830,4,78,10,8.6,B,No,Yes,HighSchool,3,B
1831,13,81,4,5.4,C,No,No,Graduate,1,D
1832,20,61,1,3.0,C,Yes,Yes,Graduate,10,D
1833,17,78,6,5.2,C,No,Yes,HighSchool,8,B
1834,13,96,8,9.7,A,Yes,No,PostGraduate,3,C
1835,18,78,5,6.2,A,Yes,No,HighSchool,2,C
1836,30,67,5,8.3,D,No,No,Graduate,5,D
1837,2,100,5,10.0,C,No,Yes,Graduate,1,C
1838,15,50,9,4.4,A,Yes,No,HighSchool,6,C
1839,5,76,7,10.0,A,Yes,Yes,Graduate,8,D
1840,14,77,6,6.7,B,No,Yes,Graduate,6,D
1841,25,77,7,6.5,B,No,No,PostGraduate,8,C
1842,15,83,4,5.6,A,No,No,PostGraduate,7,D
1843,7,85,7,9.5,B,Yes,No,PostGraduate,1,C
1844,5,64,3,5.1,A,No,Yes,Graduate,1,C
1845,25,83,3,10.0,A,Yes,No,HighSchool,1,C
1846,0,78,2,8.6,A,No,Yes,Graduate,9,C
1847,0,89,7,3.7,B,Yes,No,PostGraduate,5,B
1848,16,84,0,3.3,A,Yes,Yes,HighSchool,5,D
1849,3,69,2,6.2,B,No,No,Graduate,10,D
1850,25,93,6,3.0,C,Yes,No,PostGraduate,1,D
1851,3,74,5,4.4,B,Yes,Yes,HighSchool,6,D
1852,7,93,8,6.3,B,No,Yes,HighSchool,9,D
1853,12,56,6,7.2,C,No,No,PostGraduate,3,D
1854,36,73,2,10.0,B,Yes,No,HighSchool,3,D
1855,13,91,5,9.3,C,No,No,PostGraduate,4,A
1856,15,71,4,7.8,B,Yes,No,PostGraduate,3,B
1857,21,84,8,6.1,A,Yes,No,Graduate,2,C
1858,22,76,5,7.2,B,No,Yes,PostGraduate,1,C
1859,12,78,8,9.0,C,Yes,No,Graduate,7,B
1860,4,100,8,7.9,B,Yes,Yes,Graduate,3,D
1861,24,88,8,7.8,A,Yes,Yes,Graduate,5,C
1862,17,59,9,5.9,B,No,No,PostGraduate,3,A
1863,17,64,6,5.3,B,No,No,HighSchool,2,C
1864,18,85,7,7.4,D,Yes,Yes,PostGraduate,5,C
1865,17,57,4,7.7,D,Yes,Yes,HighSchool,7,D
1866,29,70,4,6.1,D,No,No,HighSchool,3,B
1867,4,77,6,9.5,B,Yes,Yes,Graduate,2,A
1868,22,61,1,3.7,A,No,Yes,PostGraduate,8,C
1869,21,76,1,7.5,B,Yes,No,PostGraduate,4,D
1870,8,89,2,5.6,A,Yes,Yes,Graduate,6,B
1871,25,60,7,7.4,D,Yes,Yes,PostGraduate,6,D
1872,16,81,2,6.0,D,No,No,Graduate,5,D
1873,9,65,8,6.6,B,Yes,Yes,PostGraduate,7,B
1874,12,67,4,9.3,B,No,Yes,PostGraduate,4,D
1875,1,80,3,7.2,A,No,No,PostGraduate,3,D
1876,16,79,7,8.4,A,No,No,PostGraduate,8,B
1877,23,58,1,7.0,C,Yes,Yes,PostGraduate,7,C
1878,12,67,10,3.2,D,Yes,Yes,Graduate,4,D
1879,19,100,3,5.5,A,No,Yes,Graduate,10,C
1880,22,54,5,3.5,C,Yes,No,PostGraduate,8,C
1881,12,68,4,7.0,A,Yes,Yes,PostGraduate,4,D
1882,5,86,0,8.0,B,Yes,No,Graduate,1,D
1883,20,97,4,4.2,A,Yes,No,HighSchool,2,C
1884,12,83,1,8.5,C,Yes,No,HighSchool,2,C
1885,27,54,5,8.6,D,No,No,PostGraduate,8,A
1886,23,87,6,7.8,C,No,Yes,HighSchool,8,D
1887,22,63,6,6.7,A,No,Yes,Graduate,2,D
1888,20,97,4,7.0,A,No,Yes,Graduate,5,D
1889,4,100,1,6.7,C,No,No,PostGraduate,5,D
1890,16,99,8,6.6,A,No,No,PostGraduate,4,B
1891,21,100,7,9.1,A,Yes,Yes,Graduate,9,D
1892,14,93,8,4.6,C,Yes,No,Graduate,2,C
1893,20,65,8,6.1,B,Yes,No,PostGraduate,1,B
1894,13,57,3,7.7,B,No,Yes,Graduate,6,C
1895,13,96,6,7.4,C,No,Yes,Graduate,4,D
1896,13,88,1,5.1,D,No,Yes,PostGraduate,3,A
1897,16,100,5,8.5,D,No,Yes,Graduate,1,B
1898,0,80,3,4.5,C,No,Yes,PostGraduate,2,C
1899,5,94,0,10.0,D,No,Yes,HighSchool,3,D
1900,15,74,8,5.2,A,No,Yes,Graduate,1,C
1901,16,61,6,6.2,B,No,No,HighSchool,8,C
1902,11,100,0,7.5,A,No,No,PostGraduate,5,D
1903,20,83,7,4.5,B,No,No,PostGraduate,3,A
1904,7,82,5,6.1,D,Yes,No,PostGraduate,1,C
1905,14,74,5,10.0,B,No,Yes,HighSchool,1,D
1906,8,78,10,7.3,D,Yes,No,PostGraduate,2,C
1907,14,98,3,8.3,D,No,Yes,Graduate,1,D
1908,0,100,4,6.1,C,Yes,Yes,PostGraduate,5,D
1909,23,87,5,3.8,C,No,Yes,Graduate,2,B
1910,33,62,5,8.8,B,Yes,Yes,HighSchool,4,D
1911,19,99,0,5.5,B,Yes,No,Graduate,7,D
1912,15,76,0,6.5,C,No,No,Graduate,4,D
1913,3,68,2,5.9,C,No,No,PostGraduate,6,B
1914,30,79,7,8.0,D,Yes,No,PostGraduate,3,D
1915,14,53,4,6.6,A,No,No,HighSchool,5,D
1916,14,72,7,9.0,D,Yes,No,PostGraduate,1,D
1917,20,84,10,9.2,C,Yes,No,HighSchool,9,C
1918,22,75,3,4.6,B,No,Yes,Graduate,4,D
1919,19,70,0,5.7,D,Yes,Yes,Graduate,1,B
1920,8,68,5,5.3,C,No,No,Graduate,3,B
1921,15,74,2,5.7,C,No,Yes,HighSchool,6,B
1922,12,95,4,8.8,B,No,No,Graduate,3,D
1923,10,59,0,6.5,C,No,Yes,PostGraduate,5,D
1924,17,63,3,4.7,C,Yes,Yes,HighSchool,6,D
1925,6,58,4,5.6,A,Yes,No,Graduate,2,C
1926,15,78,3,7.8,B,No,No,HighSchool,8,C
1927,15,86,8,3.0,D,No,No,PostGraduate,6,B
1928,16,100,1,7.5,A,Yes,No,PostGraduate,1,C
1929,27,99,0,8.7,A,No,Yes,PostGraduate,5,C
1930,0,64,5,6.6,A,No,Yes,PostGraduate,4,D
1931,10,80,10,7.0,B,Yes,Yes,Graduate,1,D
1932,17,80,5,7.7,D,Yes,No,Graduate,5,C
1933,14,60,8,7.3,A,No,Yes,Graduate,1,B
1934,11,92,2,5.1,A,No,No,Graduate,2,C
1935,16,100,10,4.0,D,No,No,HighSchool,7,C
1936,24,100,5,8.3,C,No,Yes,Graduate,2,B
1937,22,66,6,8.8,A,Yes,No,Graduate,4,B
1938,3,74,7,4.8,C,No,No,PostGraduate,1,D
1939,11,73,0,5.7,A,Yes,Yes,PostGraduate,4,C
1940,9,74,3,4.9,A,No,No,Graduate,6,C
1941,11,87,2,6.8,C,Yes,Yes,Graduate,1,D
1942,1,82,4,6.4,D,Yes,No,HighSchool,6,A
1943,38,71,5,7.9,A,No,No,PostGraduate,1,A
1944,16,58,6,8.3,C,Yes,Yes,HighSchool,2,D
1945,0,52,7,6.6,B,Yes,Yes,HighSchool,6,C
1946,16,96,2,7.7,C,Yes,No,HighSchool,2,B
1947,4,96,1,4.1,C,No,No,HighSchool,1,C
1948,16,83,10,5.0,D,Yes,Yes,HighSchool,7,B
1949,6,81,7,5.1,C,Yes,No,Graduate,5,B
1950,9,50,6,4.8,B,No,No,Graduate,1,D
1951,17,82,4,5.7,C,No,Yes,PostGraduate,5,D
1952,0,100,6,6.6,C,No,Yes,HighSchool,3,D
1953,22,70,1,8.2,D,No,Yes,PostGraduate,4,C
1954,6,76,0,6.0,D,No,No,Graduate,5,D
1955,13,94,9,6.0,D,Yes,No,HighSchool,5,D
1956,6,94,6,7.1,D,No,Yes,HighSchool,7,D
1957,21,66,3,8.6,C,Yes,Yes,HighSchool,2,C
1958,8,86,0,6.6,C,No,Yes,PostGraduate,2,C
1959,12,67,5,4.1,A,Yes,No,HighSchool,2,A
1960,0,93,0,5.7,B,Yes,Yes,PostGraduate,1,D
1961,6,69,7,9.8,D,No,No,PostGraduate,1,B
1962,12,72,10,3.3,A,Yes,Yes,PostGraduate,1,D
1963,15,75,3,3.0,D,Yes,Yes,HighSchool,4,C
1964,5,98,3,8.1,D,No,No,Graduate,1,D
1965,18,70,8,8.7,D,Yes,Yes,PostGraduate,8,A
1966,16,65,6,6.5,D,No,No,Graduate,4,B
1967,0,68,10,7.5,A,Yes,Yes,Graduate,9,B
1968,11,73,3,8.0,C,No,Yes,Graduate,3,B
1969,20,65,2,10.0,A,No,Yes,HighSchool,2,A
1970,20,86,9,10.0,C,Yes,No,HighSchool,4,D
1971,32,60,4,7.5,D,Yes,Yes,PostGraduate,5,A
1972,0,88,5,5.3,D,Yes,Yes,HighSchool,6,A
1973,14,71,4,6.9,A,No,Yes,HighSchool,1,D
1974,28,71,1,5.9,A,Yes,No,Graduate,1,C
1975,15,64,6,4.9,C,Yes,Yes,HighSchool,3,C
1976,21,95,2,6.3,D,Yes,No,PostGraduate,6,A
1977,4,74,7,7.3,A,No,Yes,Graduate,7,A
1978,23,71,4,7.0,B,No,Yes,Graduate,10,C
1979,17,98,1,6.8,D,No,Yes,HighSchool,1,C
1980,13,93,3,5.1,B,No,No,PostGraduate,3,D
1981,5,90,3,5.4,A,No,No,PostGraduate,8,C
1982,23,61,4,7.9,A,No,Yes,Graduate,7,B
1983,19,100,0,9.2,D,No,Yes,Graduate,10,D
1984,11,70,3,3.3,D,Yes,No,PostGraduate,9,C
1985,30,87,5,6.6,A,Yes,No,Graduate,4,D
1986,26,75,7,7.0,D,No,No,Graduate,1,D
1987,0,52,4,4.4,A,Yes,Yes,PostGraduate,5,B
1988,32,100,7,7.4,A,No,Yes,Graduate,4,D
1989,4,59,2,8.0,D,Yes,No,HighSchool,6,D
1990,0,70,9,7.2,B,No,Yes,Graduate,5,C
1991,17,82,4,4.8,C,Yes,Yes,Graduate,4,D
1992,0,67,2,7.7,B,Yes,No,PostGraduate,1,D
1993,13,87,4,7.2,D,No,Yes,Graduate,3,C
1994,7,71,2,6.1,B,No,Yes,PostGraduate,5,A
1995,28,78,8,5.4,D,No,No,PostGraduate,6,A
1996,17,85,7,9.3,B,Yes,No,Graduate,1,C
1997,0,93,7,6.1,C,Yes,No,HighSchool,5,D
1998,0,74,2,9.1,A,Yes,No,PostGraduate,3,A
1999,25,90,4,6.7,C,Yes,Yes,PostGraduate,7,D
2000,36,52,0,9.1,D,No,No,Graduate,4,B
2001,27,91,4,8.2,B,Yes,Yes,HighSchool,8,C
2002,18,70,7,9.1,C,Yes,No,Graduate,3,D
2003,15,100,5,3.4,A,Yes,No,Graduate,5,A
2004,14,89,3,8.7,B,Yes,Yes,HighSchool,9,D
2005,4,100,4,7.3,A,No,Yes,PostGraduate,8,C
2006,5,90,4,5.4,D,Yes,Yes,PostGraduate,8,D
2007,15,89,8,5.6,A,Yes,No,PostGraduate,7,C
2008,27,77,3,6.2,D,No,No,Graduate,8,D
2009,25,83,5,5.5,D,Yes,No,HighSchool,6,C
2010,29,83,4,3.2,C,No,Yes,HighSchool,8,D
2011,13,89,5,9.0,C,No,Yes,HighSchool,3,C
2012,26,68,3,3.3,B,Yes,Yes,Graduate,2,D
2013,0,86,4,6.9,A,Yes,Yes,HighSchool,10,D
2014,0,96,2,9.0,C,Yes,Yes,Graduate,4,C
2015,25,73,1,3.6,D,No,Yes,Graduate,4,A
2016,18,78,5,3.8,A,Yes,Yes,HighSchool,10,B
2017,26,64,6,4.8,B,Yes,Yes,Graduate,4,B
2018,6,94,9,6.0,C,No,No,Graduate,6,C
2019,17,84,7,5.5,A,Yes,No,PostGraduate,1,D
2020,9,60,4,7.7,C,No,No,Graduate,1,B
2021,17,91,10,9.1,B,Yes,No,HighSchool,1,B
2022,18,81,4,5.2,D,No,No,Graduate,7,B
2023,3,50,0,5.0,A,Yes,No,PostGraduate,1,D
2024,19,100,8,6.0,A,Yes,No,HighSchool,2,B
2025,6,99,7,8.4,B,Yes,Yes,Graduate,5,B
2026,14,100,4,6.0,A,Yes,Yes,PostGraduate,1,C
2027,15,89,5,4.1,D,Yes,No,PostGraduate,3,B
2028,8,76,9,5.6,B,No,Yes,Graduate,2,B
2029,16,81,5,7.9,D,Yes,No,PostGraduate,2,A
2030,7,100,0,6.9,D,Yes,No,Graduate,2,D
2031,15,100,6,3.0,B,Yes,No,Graduate,2,C
2032,12,82,5,6.1,A,No,Yes,Graduate,5,C
2033,22,64,2,3.0,C,No,Yes,HighSchool,1,A
2034,23,83,2,7.6,C,No,No,PostGraduate,2,C
2035,5,74,8,7.2,C,No,No,HighSchool,3,C
2036,15,77,5,9.3,C,No,No,Graduate,9,D
2037,39,67,6,7.3,D,Yes,Yes,PostGraduate,9,D
2038,12,55,3,9.0,B,Yes,Yes,PostGraduate,5,D
2039,3,100,3,7.0,C,Yes,Yes,HighSchool,8,D
2040,21,67,3,5.2,D,Yes,No,PostGraduate,4,B
2041,0,84,2,7.7,B,No,No,HighSchool,7,D
2042,9,60,8,5.3,D,No,No,HighSchool,6,C
2043,18,71,4,9.1,B,Yes,Yes,PostGraduate,5,C
2044,1,88,10,9.7,B,No,No,Graduate,9,D
2045,12,60,3,8.3,A,Yes,No,Graduate,1,D
2046,20,66,1,8.4,B,No,No,HighSchool,7,C
2047,11,87,10,3.0,B,Yes,Yes,HighSchool,1,C
2048,21,50,2,5.1,D,No,No,HighSchool,5,C
2049,24,85,7,7.5,C,No,Yes,PostGraduate,2,B
2050,14,100,4,5.7,C,Yes,Yes,Graduate,10,D
2051,15,93,6,8.3,B,Yes,No,HighSchool,1,C
2052,19,61,7,6.4,B,Yes,Yes,Graduate,8,C
2053,0,81,5,6.0,D,Yes,Yes,HighSchool,9,C
2054,4,77,4,10.0,D,Yes,Yes,PostGraduate,1,C
2055,33,75,0,8.5,D,Yes,No,HighSchool,4,A
2056,4,90,6,6.0,A,No,No,PostGraduate,3,A
2057,10,69,9,6.3,C,Yes,Yes,PostGraduate,8,D
2058,9,89,3,8.5,D,No,Yes,Graduate,1,A
2059,15,65,7,3.9,A,No,Yes,Graduate,4,A
2060,8,100,10,3.0,C,No,Yes,HighSchool,5,B
2061,12,60,5,5.8,B,Yes,No,PostGraduate,1,D
2062,7,57,5,8.1,A,No,No,Graduate,4,D
2063,18,84,5,5.6,B,No,Yes,Graduate,3,D
2064,21,58,0,4.4,B,No,No,PostGraduate,4,C
2065,34,61,9,4.8,C,No,No,Graduate,1,B
2066,6,50,1,7.0,A,No,Yes,PostGraduate,1,C
2067,11,75,4,9.5,A,Yes,Yes,Graduate,4,C
2068,7,80,6,6.7,B,Yes,Yes,PostGraduate,3,B
2069,18,96,1,3.0,D,Yes,Yes,PostGraduate,7,D
2070,7,94,0,8.5,D,Yes,Yes,Graduate,5,D
2071,16,80,8,9.8,A,Yes,No,HighSchool,4,D
2072,17,100,1,5.3,B,No,Yes,HighSchool,1,B
2073,17,53,0,7.5,A,Yes,Yes,Graduate,1,A
2074,26,100,5,3.4,C,No,Yes,Graduate,1,D
2075,16,89,5,5.5,A,No,Yes,HighSchool,4,D
2076,1,85,2,8.3,C,Yes,Yes,HighSchool,3,C
2077,0,76,4,4.1,B,Yes,Yes,HighSchool,5,C
2078,15,99,6,3.8,A,Yes,Yes,PostGraduate,1,C
2079,1,61,0,5.7,A,No,No,Graduate,2,D
2080,13,90,7,6.8,C,No,No,HighSchool,6,B
2081,11,74,10,6.4,D,No,No,Graduate,1,C
2082,30,87,4,4.5,D,No,No,Graduate,6,C
2083,25,98,3,7.2,B,No,No,PostGraduate,4,B
2084,11,78,7,6.2,D,No,Yes,Graduate,3,C
2085,16,74,3,5.5,B,No,No,Graduate,6,C
2086,5,100,5,7.7,D,No,No,HighSchool,10,B
2087,29,66,4,7.9,B,Yes,No,Graduate,6,C
2088,28,64,8,5.9,D,No,No,HighSchool,6,D
2089,22,70,2,8.3,A,No,Yes,Graduate,3,A
2090,15,89,8,5.0,A,No,Yes,Graduate,2,B
2091,0,81,4,10.0,B,Yes,Yes,PostGraduate,1,D
2092,5,66,8,5.4,D,Yes,Yes,Graduate,7,D
2093,13,71,0,6.9,B,No,No,HighSchool,4,B
2094,5,50,10,4.9,A,Yes,No,Graduate,7,B
2095,8,77,4,7.2,A,No,Yes,PostGraduate,3,C
2096,10,92,6,6.1,C,Yes,No,Graduate,1,D
2097,7,80,0,6.4,C,No,Yes,HighSchool,3,B
2098,7,86,9,6.8,A,Yes,Yes,PostGraduate,2,B
2099,0,97,0,6.1,D,No,No,PostGraduate,10,A
2100,9,100,6,6.5,A,No,Yes,Graduate,2,D
2101,20,78,0,5.3,D,No,No,PostGraduate,1,D
2102,0,50,8,6.6,D,Yes,Yes,HighSchool,8,D
2103,12,100,3,7.4,D,Yes,No,PostGraduate,6,D
2104,9,89,7,4.8,B,Yes,No,HighSchool,6,D
2105,19,100,9,7.5,B,Yes,Yes,HighSchool,8,B
2106,5,88,7,8.9,B,Yes,No,PostGraduate,8,D
2107,5,91,3,3.0,D,No,Yes,PostGraduate,5,C
2108,19,69,5,5.9,B,No,No,Graduate,6,B
2109,10,100,0,5.8,B,No,No,Graduate,4,D
2110,0,66,3,7.8,D,Yes,Yes,PostGraduate,3,A
2111,21,66,4,10.0,C,Yes,Yes,Graduate,2,D
2112,10,76,0,10.0,A,Yes,No,Graduate,4,A
2113,23,98,4,5.0,D,No,Yes,PostGraduate,7,D
2114,23,89,8,6.6,A,No,Yes,Graduate,7,B
2115,12,100,0,6.5,A,No,Yes,Graduate,4,D
2116,16,100,3,6.2,B,No,Yes,PostGraduate,1,B
2117,33,75,2,6.7,C,No,No,PostGraduate,1,A
2118,11,93,5,9.3,C,No,No,HighSchool,7,C
2119,11,88,5,5.3,D,Yes,Yes,HighSchool,5,C
2120,13,55,0,4.7,D,Yes,Yes,HighSchool,7,D
2121,9,66,3,6.8,B,Yes,Yes,HighSchool,3,C
2122,6,67,0,7.0,B,Yes,Yes,PostGraduate,1,D
2123,12,66,4,6.1,C,Yes,Yes,HighSchool,5,D
2124,6,60,6,5.8,A,Yes,No,Graduate,1,B
2125,0,58,7,7.1,C,No,Yes,HighSchool,5,D
2126,12,93,7,8.2,D,Yes,Yes,HighSchool,10,C
2127,12,92,10,6.0,D,No,Yes,Graduate,5,B
2128,24,70,3,10.0,A,Yes,Yes,PostGraduate,1,B
2129,13,71,0,3.6,D,No,Yes,HighSchool,3,D
2130,7,88,1,6.9,C,No,Yes,HighSchool,4,C
2131,16,87,2,8.5,C,No,No,HighSchool,9,B
2132,19,75,9,8.2,D,No,Yes,PostGraduate,5,C
2133,21,86,7,7.4,D,No,No,Graduate,4,C
2134,19,75,4,7.1,C,No,No,PostGraduate,3,D
2135,4,100,2,5.9,A,Yes,No,Graduate,7,D
2136,0,85,9,8.2,A,Yes,Yes,Graduate,7,C
2137,12,54,10,7.4,D,No,No,HighSchool,4,D
2138,18,83,2,9.8,C,No,Yes,HighSchool,4,D
2139,2,90,8,10.0,B,Yes,Yes,HighSchool,4,C
2140,20,58,6,6.4,A,Yes,Yes,PostGraduate,7,C
2141,15,82,5,6.3,C,No,Yes,HighSchool,2,B
2142,4,59,6,5.7,A,No,No,Graduate,7,A
2143,27,70,4,4.7,C,No,No,PostGraduate,6,A
2144,11,62,2,4.5,C,No,No,PostGraduate,1,C
2145,26,87,4,7.3,B,No,Yes,HighSchool,6,C
2146,0,92,6,5.2,A,Yes,Yes,HighSchool,6,D
2147,9,75,5,4.5,D,Yes,Yes,HighSchool,6,C
2148,16,72,3,4.2,C,Yes,No,HighSchool,6,D
2149,37,95,4,9.7,A,Yes,Yes,HighSchool,6,D
2150,19,83,1,5.8,D,Yes,Yes,Graduate,1,B
2151,3,88,1,8.7,B,Yes,Yes,PostGraduate,4,C
2152,26,78,7,5.4,B,No,Yes,HighSchool,5,B
2153,12,65,8,10.0,C,No,Yes,HighSchool,9,C
2154,17,53,6,6.9,C,No,No,HighSchool,5,D
2155,10,78,5,7.6,C,No,No,HighSchool,8,D
2156,8,62,6,3.9,C,Yes,No,PostGraduate,1,D
2157,22,60,1,7.6,A,No,No,HighSchool,7,D
2158,15,100,3,5.6,A,Yes,Yes,HighSchool,6,B
2159,17,99,6,5.9,C,Yes,Yes,Graduate,3,C
2160,8,78,10,8.3,C,Yes,No,HighSchool,6,A
2161,6,76,5,6.8,A,No,No,HighSchool,1,B
2162,8,78,3,9.2,B,Yes,Yes,Graduate,1,C
2163,0,68,8,8.3,A,No,No,HighSchool,1,B
2164,31,98,5,7.3,D,Yes,Yes,HighSchool,5,C
2165,34,80,4,8.8,D,No,No,PostGraduate,6,D
2166,10,85,10,10.0,B,No,No,HighSchool,2,B
2167,18,94,9,5.7,A,Yes,Yes,PostGraduate,10,C
2168,15,54,2,9.6,B,No,No,PostGraduate,7,D
2169,11,50,1,7.9,D,No,No,PostGraduate,3,D
2170,21,81,7,8.4,A,No,No,Graduate,4,B
2171,29,77,2,6.8,A,No,No,PostGraduate,8,D
2172,17,89,1,9.2,D,No,No,PostGraduate,2,C
2173,0,77,1,7.2,A,No,Yes,Graduate,6,C
2174,12,77,3,7.7,C,Yes,No,HighSchool,4,C
2175,8,83,0,8.7,C,Yes,No,PostGraduate,7,D
2176,13,93,3,4.6,C,Yes,No,PostGraduate,1,A
2177,18,67,2,8.2,D,Yes,No,PostGraduate,7,A
2178,15,72,3,9.1,D,Yes,Yes,Graduate,1,C
2179,11,84,5,5.1,A,No,No,PostGraduate,8,C
2180,16,66,8,10.0,A,No,Yes,Graduate,8,C
2181,25,63,7,7.6,D,Yes,No,Graduate,9,D
2182,12,75,4,7.6,D,Yes,No,HighSchool,3,B
2183,17,97,4,9.4,A,Yes,No,Graduate,4,C
2184,1,55,3,7.7,D,No,Yes,PostGraduate,9,A
2185,21,87,8,6.7,D,No,No,Graduate,7,D
2186,20,69,1,7.5,B,No,Yes,PostGraduate,2,C
2187,25,51,5,7.6,A,No,Yes,HighSchool,4,C
2188,12,81,0,7.3,B,Yes,No,PostGraduate,3,B
2189,12,87,10,6.2,A,No,No,PostGraduate,1,A
2190,0,62,3,6.3,A,Yes,Yes,PostGraduate,6,D
2191,8,57,3,5.1,A,No,No,PostGraduate,8,D
2192,6,73,0,7.1,D,No,Yes,Graduate,1,A
2193,18,63,3,5.1,A,No,No,Graduate,6,C
2194,26,73,1,6.0,A,Yes,Yes,Graduate,9,D
2195,36,82,3,4.7,C,No,Yes,PostGraduate,3,C
2196,0,93,8,7.7,B,Yes,Yes,Graduate,2,C
2197,24,83,1,8.4,D,No,No,PostGraduate,8,D
2198,21,85,2,3.4,D,Yes,Yes,PostGraduate,2,D
2199,21,100,1,9.0,D,Yes,Yes,HighSchool,3,C
2200,9,95,3,7.0,B,No,Yes,Graduate,2,C
2201,5,94,0,5.6,D,Yes,Yes,HighSchool,3,B
2202,13,75,4,5.8,B,No,Yes,HighSchool,4,C
2203,19,92,5,7.5,B,Yes,Yes,PostGraduate,5,B
2204,13,100,8,9.4,C,No,Yes,Graduate,7,C
2205,7,65,6,5.8,B,Yes,Yes,Graduate,1,C
2206,24,73,5,7.3,A,No,Yes,PostGraduate,6,D
2207,20,72,8,5.4,B,No,No,HighSchool,2,C
2208,8,82,2,7.0,A,Yes,Yes,Graduate,6,B
2209,23,86,10,6.6,C,Yes,No,HighSchool,1,B
2210,19,76,7,4.0,B,No,No,HighSchool,4,C
2211,19,79,7,9.0,D,Yes,Yes,PostGraduate,9,D
2212,13,60,4,7.3,B,No,No,PostGraduate,3,B
2213,21,50,5,4.9,B,No,No,PostGraduate,5,B
2214,23,64,6,8.5,A,No,No,Graduate,2,D
2215,19,89,4,8.2,A,No,Yes,Graduate,1,C
2216,13,83,4,10.0,A,Yes,Yes,PostGraduate,3,D
2217,32,75,6,6.6,A,No,No,HighSchool,10,C
2218,22,89,6,5.7,A,Yes,No,Graduate,4,C
2219,0,69,7,8.1,D,No,No,Graduate,8,D
2220,15,76,8,9.0,A,Yes,Yes,Graduate,6,B
2221,21,73,10,6.8,A,Yes,No,Graduate,10,D
2222,7,66,0,7.4,A,No,Yes,HighSchool,4,A
2223,11,100,6,7.0,A,No,Yes,PostGraduate,3,B
2224,4,100,2,7.1,B,No,Yes,PostGraduate,1,B
2225,3,84,7,5.5,C,No,No,PostGraduate,9,C
2226,9,50,0,7.4,A,Yes,No,Graduate,5,B
2227,23,71,1,6.7,C,Yes,No,PostGraduate,4,D
2228,16,72,5,4.9,B,No,No,PostGraduate,4,C
2229,0,69,0,9.4,A,No,No,HighSchool,5,D
2230,12,74,5,3.0,D,No,No,Graduate,1,B
2231,7,54,8,7.1,C,Yes,Yes,HighSchool,4,D
2232,0,87,0,6.4,D,No,No,PostGraduate,1,A
2233,23,73,5,6.7,D,No,Yes,HighSchool,4,C
2234,21,90,3,5.6,B,Yes,Yes,HighSchool,1,D
2235,9,94,2,5.9,A,No,No,HighSchool,3,C
2236,9,100,7,9.6,D,Yes,Yes,PostGraduate,4,B
2237,0,73,2,6.5,D,Yes,Yes,PostGraduate,10,D
2238,19,67,6,6.6,D,Yes,Yes,Graduate,5,B
2239,12,84,5,6.8,B,No,No,PostGraduate,5,C
2240,18,93,3,10.0,C,No,Yes,HighSchool,4,C
2241,3,83,4,8.4,D,No,Yes,Graduate,1,B
2242,13,85,6,5.4,C,Yes,Yes,Graduate,9,C
2243,18,94,4,6.8,C,Yes,No,HighSchool,1,C
2244,0,65,10,7.0,C,No,No,Graduate,4,B
2245,1,100,2,7.5,B,Yes,Yes,HighSchool,1,D
2246,19,85,10,9.9,B,No,Yes,HighSchool,7,C
2247,8,100,2,9.4,D,Yes,No,Graduate,4,D
2248,7,76,8,4.2,D,Yes,Yes,PostGraduate,1,C
2249,20,68,2,8.6,C,No,Yes,Graduate,4,A
2250,1,77,0,3.7,D,No,Yes,PostGraduate,3,B
2251,17,89,5,7.2,B,No,Yes,HighSchool,2,D
2252,16,91,0,10.0,B,No,No,PostGraduate,3,C
2253,21,53,4,8.8,C,No,No,PostGraduate,4,A
2254,18,62,4,5.5,D,No,Yes,Graduate,2,D
2255,30,68,4,7.6,C,No,Yes,HighSchool,6,D
2256,15,93,8,6.9,D,Yes,Yes,PostGraduate,5,B
2257,25,56,6,6.3,C,No,No,Graduate,8,D
2258,14,96,4,10.0,C,Yes,No,Graduate,4,A
2259,7,100,10,7.1,B,Yes,Yes,PostGraduate,5,A
2260,10,76,10,4.3,D,No,Yes,PostGraduate,2,B
2261,11,74,6,10.0,C,Yes,No,PostGraduate,3,A
2262,17,68,8,7.0,C,No,Yes,Graduate,1,A
2263,21,85,4,5.5,A,No,Yes,PostGraduate,1,D
2264,6,100,1,8.7,A,Yes,Yes,Graduate,2,D
2265,16,75,6,5.6,B,Yes,Yes,PostGraduate,9,C
2266,8,82,8,9.7,D,Yes,No,PostGraduate,7,C
2267,23,55,8,5.7,D,Yes,No,PostGraduate,7,B
2268,24,94,6,5.1,B,Yes,Yes,PostGraduate,1,A
2269,26,63,8,4.5,B,No,No,PostGraduate,1,C
2270,24,64,6,4.6,A,Yes,No,Graduate,6,B
2271,17,88,2,5.3,B,No,Yes,PostGraduate,3,C
2272,1,100,5,9.8,B,Yes,No,HighSchool,8,B
2273,23,63,2,6.5,B,Yes,No,Graduate,9,D
2274,8,92,4,9.8,D,No,Yes,PostGraduate,4,D
2275,24,79,5,8.2,C,Yes,No,Graduate,10,C
2276,17,84,0,7.1,D,No,Yes,PostGraduate,5,D
